d_Nodes_44,QM201 全面罩,Nodes,QM201 全面罩(图8-14）是在69-3 型潜水装具的开放式全面罩基础上，参考和借鉴了国外新式面罩的样式和思路改进而成，在外观、视野、操作性、功能性、佩戴舒适度等方面有了明显提高。该面罩本体采用硅胶材料，可避免接触皮肤过敏。该面罩在污染环境或寒冷水域尤为适用，可用于军事、商业及工程技术潜水等诸多领域。
d_Nodes_45,面窗玻璃,Nodes,
d_Nodes_46,面框,Nodes,
d_Nodes_47,面垫,Nodes,面垫使用柔软的硅胶材质，配以人体工程学设计，更加贴合面部，佩戴舒适。
d_Nodes_48,排气片,Nodes,
d_Nodes_49,头带,Nodes,
d_Nodes_50,卡扣,Nodes,
d_Nodes_51,调节夹,Nodes,
d_Nodes_52,底部装有单向排气阀,Nodes,
d_Nodes_53,单向排气阀,Nodes,M102B 型半面罩(图 8-11)由面窗玻璃、面框、面垫、排气片、排气罩、头带、卡扣、调节夹等部件组成。该型面罩与其他面罩不同之处是在其底部装有单向排气阀，可通过此阀进行排气和排水。
d_Nodes_54,排气,Nodes,
d_Nodes_55,排水,Nodes,
d_Nodes_56,面罩框,Nodes,
d_Nodes_57,M126 型半面罩的面窗玻璃,Nodes,M126 型半面罩的面窗玻璃使用的是钢化玻璃，在潜水过程中内侧玻璃不易起雾。
d_Nodes_58,钢化玻璃,Nodes,M126 型半面罩的面窗玻璃使用的是钢化玻璃，在潜水过程中内侧玻璃不易起雾。
d_Nodes_59,潜水过程中内侧玻璃不易起雾,Nodes,
d_Nodes_60,硅胶材质,Nodes,面垫使用柔软的硅胶材质，配以人体工程学设计，更加贴合面部，佩戴舒适。
d_Nodes_61,柔软,Nodes,
d_Nodes_62,无框架设计,Nodes,
d_Nodes_63,69-3 型潜水装具的开放式全面罩,Nodes,
d_Nodes_64,外观,Nodes,
d_Nodes_65,视野,Nodes,
d_Nodes_66,操作性,Nodes,
d_Nodes_67,佩戴舒适度,Nodes,
d_Nodes_68,硅胶材料,Nodes,
d_Nodes_69,污染环境,Nodes,
d_Nodes_70,寒冷水域,Nodes,
d_Nodes_71,军事,Nodes,
d_Nodes_72,商业,Nodes,
d_Nodes_73,工程技术潜水,Nodes,
d_Nodes_74,调整潜水员在水下的浮力,Nodes,
d_Nodes_75,每套潜水装具,Nodes,压铅用于调整潜水员在水下的浮力。每套潜水装具配有 8块压铅，每块重量为1kg压铅分有扣式和带式两种(图 8-15)，潜水时潜水员可结合自身体重、水流和作业环境等因素戴使用。
d_Nodes_76,8块,Nodes,
d_Nodes_77,1kg,Nodes,
d_Nodes_78,有扣式,Nodes,
d_Nodes_79,带式,Nodes,
d_Nodes_80,助游器材,Nodes,
d_Nodes_81,压模橡胶,Nodes,
d_Nodes_82,提升潜水员在水中运动速度,Nodes,
d_Nodes_83,游泳型,Nodes,
d_Nodes_84,动力型,Nodes,
d_Nodes_85,游泳型脚蹼,Nodes,游泳型脚蹼比较小，重量较轻，质地较软，适宜长时间水面游泳，腿部肌肉用力较少，也比较舒适。
d_Nodes_86,比较小,Nodes,
d_Nodes_87,较轻,Nodes,
d_Nodes_88,较软,Nodes,
d_Nodes_89,长时间水面游泳,Nodes,
d_Nodes_90,动力型脚蹼,Nodes,动力型脚蹼较长、较重，质地较硬，它适用于缓慢、短促的击水，虽然穿着不如游泳型脚蹼舒适，但可在短时间内获得较大推力。
d_Nodes_91,较长,Nodes,
d_Nodes_92,较重,Nodes,
d_Nodes_93,较硬,Nodes,
d_Nodes_94,缓慢、短促的击水,Nodes,
d_Nodes_95,部队装备的潜水脚蹼,Nodes,部队装备的潜水脚蹼有两种形式:一种是套式，另一种是带扣式。前者类似于游泳型，后者类似于动力型，潜水员可根据自己的习惯和作业需要进行选择。
d_Nodes_96,套式,Nodes,
d_Nodes_97,带扣式,Nodes,
d_Nodes_98,纽带,Nodes,
d_Nodes_99,潜水员,Nodes,
d_Nodes_100,水面保障人员,Nodes,
d_Nodes_101,保障信号联络与水下安全,Nodes,
d_Nodes_102,牢固,Nodes,
d_Nodes_103,中性,Nodes,
d_Nodes_104,负浮力,Nodes,
d_Nodes_105,潜水员单独工作,Nodes,
d_Nodes_106,潜水环境恶劣,Nodes,
d_Nodes_107,新潜水员训练或作业,Nodes,
